1	0
2	0
3	86
4	86
5	222
6	248
7	232
8	121
9	116
10	94
11	86
12	80
13	128
14	241
15	198
16	214
17	160
18	64
19	49
20	56
21	14
22	214
23	222
24	128
25	116
26	101
27	69
28	216
29	214
30	198
31	94
32	112
33	128
34	189
35	241
36	194
37	222
38	224
39	20
40	56
41	56
42	242
43	254
44	222
45	94
46	104
47	120
48	184
49	241
50	221
51	29
52	12
53	70
54	118
55	118
56	82
57	96
58	248
59	248
60	230
61	214
62	222
63	78
64	128
65	120
66	120
67	120
68	197
69	209
70	209
71	18
72	30
73	30
74	62
75	126
76	120
77	248
78	248
79	212
80	82
81	82
82	70
83	117
84	256
85	256
86	224
87	221
88	213
89	70
90	70
91	70
92	256
93	256
94	32
95	20
96	17
97	225
98	201
99	201
100	90
101	86
102	86
103	118
104	64
105	248
106	216
107	216
108	32
109	29
110	94
111	118
112	118
113	117
114	248
115	212
116	212
117	242
118	242
119	61
120	13
121	15
122	87
123	87
124	86
125	94
126	254
127	254
128	254
129	212
130	212
131	24
132	8
133	8
134	66
135	70
136	102
137	82
138	152
139	160
140	160
141	160
142	24
143	1
144	1
145	85
146	85
147	120
148	252
149	256
150	214
151	214
152	210
153	242
154	53
155	53
156	56
157	254
158	256
159	224
160	222
161	96
162	128
163	120
164	244
165	241
166	254
167	206
168	206
169	70
170	70
171	85
172	17
173	32
174	32
175	224
176	238
177	254
178	254
179	213
180	85
181	88
182	88
183	88
184	84
185	116
186	242
187	242
188	242
189	254
190	254
191	224
192	96
193	96
194	118
195	54
196	54
197	53
198	249
199	249
200	202
201	194
202	100
203	100
204	88
205	88
206	88
207	96
208	253
209	253
210	246
211	246
212	216
213	216
214	13
215	13
216	13
217	126
218	126
219	116
220	244
221	248
222	214
223	222
224	94
225	93
226	32
227	36
228	168
229	168
230	157
231	89
232	81
233	114
234	242
235	242
236	256
237	256
238	256
239	224
240	22
241	22
242	6
243	72
244	80
245	128
246	253
247	253
248	242
249	242
250	196
251	204
252	40
253	24
254	152
255	94
256	61
257	125
258	253
259	208
260	256
261	64
262	116
263	196
264	196
265	76
266	80
267	112
268	144
269	192
270	244
271	244
272	208
273	16
274	16
275	256
276	16
277	64
278	244
279	244
280	196
281	256
282	16
283	64
284	80
285	125
286	125
287	245
288	247
289	195
290	195
291	15
292	15
293	61
294	61
295	241
296	241
297	15
298	15
299	15
300	15
301	15
302	15
303	15
304	15
305	15
306	15
307	15
308	15
309	15
310	15
311	15
312	15
313	15
314	15
315	15
316	15
317	15
318	15
319	15
320	15
321	15
322	15
323	15
324	15
325	15
326	15
327	15
328	15
329	15
330	15
