1	1	1	10
1	1	1	9
1	1	1	3
1	1	1	4
1	1	2	10
1	1	2	9
1	1	2	3
1	1	2	4
1	1	3	10
1	1	3	9
1	1	3	3
1	1	3	4
1	1	4	10
1	1	4	9
1	1	4	3
1	1	4	4
2	1	1	10
2	1	1	9
2	1	1	3
2	1	1	4
2	1	2	10
2	1	2	9
2	1	2	3
2	1	2	4
2	1	3	10
2	1	3	9
2	1	3	3
2	1	3	4
2	2	4	10
2	2	4	11
2	2	4	5
2	2	4	4
3	1	1	10
3	1	1	9
3	1	1	3
3	1	1	4
3	1	2	10
3	1	2	9
3	1	2	3
3	1	2	4
3	1	3	10
3	1	3	9
3	1	3	3
3	1	3	4
3	3	4	1
3	3	4	12
3	3	4	6
3	3	4	7
4	1	1	10
4	1	1	9
4	1	1	3
4	1	1	4
4	1	2	10
4	1	2	9
4	1	2	3
4	1	2	4
4	1	3	10
4	1	3	9
4	1	3	3
4	1	3	4
4	4	4	1
4	4	4	2
4	4	4	8
4	4	4	7
5	1	1	10
5	1	1	9
5	1	1	3
5	1	1	4
5	1	2	10
5	1	2	9
5	1	2	3
5	1	2	4
5	2	3	10
5	2	3	11
5	2	3	5
5	2	3	4
5	1	4	10
5	1	4	9
5	1	4	3
5	1	4	4
6	1	1	10
6	1	1	9
6	1	1	3
6	1	1	4
6	1	2	10
6	1	2	9
6	1	2	3
6	1	2	4
6	2	3	10
6	2	3	11
6	2	3	5
6	2	3	4
6	2	4	10
6	2	4	11
6	2	4	5
6	2	4	4
7	1	1	10
7	1	1	9
7	1	1	3
7	1	1	4
7	1	2	10
7	1	2	9
7	1	2	3
7	1	2	4
7	2	3	10
7	2	3	11
7	2	3	5
7	2	3	4
7	3	4	1
7	3	4	12
7	3	4	6
7	3	4	7
8	1	1	10
8	1	1	9
8	1	1	3
8	1	1	4
8	1	2	10
8	1	2	9
8	1	2	3
8	1	2	4
8	2	3	10
8	2	3	11
8	2	3	5
8	2	3	4
8	4	4	1
8	4	4	2
8	4	4	8
8	4	4	7
9	1	1	10
9	1	1	9
9	1	1	3
9	1	1	4
9	1	2	10
9	1	2	9
9	1	2	3
9	1	2	4
9	3	3	1
9	3	3	12
9	3	3	6
9	3	3	7
9	1	4	10
9	1	4	9
9	1	4	3
9	1	4	4
10	1	1	10
10	1	1	9
10	1	1	3
10	1	1	4
10	1	2	10
10	1	2	9
10	1	2	3
10	1	2	4
10	3	3	1
10	3	3	12
10	3	3	6
10	3	3	7
10	2	4	10
10	2	4	11
10	2	4	5
10	2	4	4
11	1	1	10
11	1	1	9
11	1	1	3
11	1	1	4
11	1	2	10
11	1	2	9
11	1	2	3
11	1	2	4
11	3	3	1
11	3	3	12
11	3	3	6
11	3	3	7
11	3	4	1
11	3	4	12
11	3	4	6
11	3	4	7
12	1	1	10
12	1	1	9
12	1	1	3
12	1	1	4
12	1	2	10
12	1	2	9
12	1	2	3
12	1	2	4
12	3	3	1
12	3	3	12
12	3	3	6
12	3	3	7
12	4	4	1
12	4	4	2
12	4	4	8
12	4	4	7
13	1	1	10
13	1	1	9
13	1	1	3
13	1	1	4
13	1	2	10
13	1	2	9
13	1	2	3
13	1	2	4
13	4	3	1
13	4	3	2
13	4	3	8
13	4	3	7
13	1	4	10
13	1	4	9
13	1	4	3
13	1	4	4
14	1	1	10
14	1	1	9
14	1	1	3
14	1	1	4
14	1	2	10
14	1	2	9
14	1	2	3
14	1	2	4
14	4	3	1
14	4	3	2
14	4	3	8
14	4	3	7
14	2	4	10
14	2	4	11
14	2	4	5
14	2	4	4
15	1	1	10
15	1	1	9
15	1	1	3
15	1	1	4
15	1	2	10
15	1	2	9
15	1	2	3
15	1	2	4
15	4	3	1
15	4	3	2
15	4	3	8
15	4	3	7
15	3	4	1
15	3	4	12
15	3	4	6
15	3	4	7
16	1	1	10
16	1	1	9
16	1	1	3
16	1	1	4
16	1	2	10
16	1	2	9
16	1	2	3
16	1	2	4
16	4	3	1
16	4	3	2
16	4	3	8
16	4	3	7
16	4	4	1
16	4	4	2
16	4	4	8
16	4	4	7
17	1	1	10
17	1	1	9
17	1	1	3
17	1	1	4
17	2	2	10
17	2	2	11
17	2	2	5
17	2	2	4
17	1	3	10
17	1	3	9
17	1	3	3
17	1	3	4
17	1	4	10
17	1	4	9
17	1	4	3
17	1	4	4
18	1	1	10
18	1	1	9
18	1	1	3
18	1	1	4
18	2	2	10
18	2	2	11
18	2	2	5
18	2	2	4
18	1	3	10
18	1	3	9
18	1	3	3
18	1	3	4
18	2	4	10
18	2	4	11
18	2	4	5
18	2	4	4
19	1	1	10
19	1	1	9
19	1	1	3
19	1	1	4
19	2	2	10
19	2	2	11
19	2	2	5
19	2	2	4
19	1	3	10
19	1	3	9
19	1	3	3
19	1	3	4
19	3	4	1
19	3	4	12
19	3	4	6
19	3	4	7
20	1	1	10
20	1	1	9
20	1	1	3
20	1	1	4
20	2	2	10
20	2	2	11
20	2	2	5
20	2	2	4
20	1	3	10
20	1	3	9
20	1	3	3
20	1	3	4
20	4	4	1
20	4	4	2
20	4	4	8
20	4	4	7
21	1	1	10
21	1	1	9
21	1	1	3
21	1	1	4
21	2	2	10
21	2	2	11
21	2	2	5
21	2	2	4
21	2	3	10
21	2	3	11
21	2	3	5
21	2	3	4
21	1	4	10
21	1	4	9
21	1	4	3
21	1	4	4
22	1	1	10
22	1	1	9
22	1	1	3
22	1	1	4
22	2	2	10
22	2	2	11
22	2	2	5
22	2	2	4
22	2	3	10
22	2	3	11
22	2	3	5
22	2	3	4
22	2	4	10
22	2	4	11
22	2	4	5
22	2	4	4
23	1	1	10
23	1	1	9
23	1	1	3
23	1	1	4
23	2	2	10
23	2	2	11
23	2	2	5
23	2	2	4
23	2	3	10
23	2	3	11
23	2	3	5
23	2	3	4
23	3	4	1
23	3	4	12
23	3	4	6
23	3	4	7
24	1	1	10
24	1	1	9
24	1	1	3
24	1	1	4
24	2	2	10
24	2	2	11
24	2	2	5
24	2	2	4
24	2	3	10
24	2	3	11
24	2	3	5
24	2	3	4
24	4	4	1
24	4	4	2
24	4	4	8
24	4	4	7
25	1	1	10
25	1	1	9
25	1	1	3
25	1	1	4
25	2	2	10
25	2	2	11
25	2	2	5
25	2	2	4
25	3	3	1
25	3	3	12
25	3	3	6
25	3	3	7
25	1	4	10
25	1	4	9
25	1	4	3
25	1	4	4
26	1	1	10
26	1	1	9
26	1	1	3
26	1	1	4
26	2	2	10
26	2	2	11
26	2	2	5
26	2	2	4
26	3	3	1
26	3	3	12
26	3	3	6
26	3	3	7
26	2	4	10
26	2	4	11
26	2	4	5
26	2	4	4
27	1	1	10
27	1	1	9
27	1	1	3
27	1	1	4
27	2	2	10
27	2	2	11
27	2	2	5
27	2	2	4
27	3	3	1
27	3	3	12
27	3	3	6
27	3	3	7
27	3	4	1
27	3	4	12
27	3	4	6
27	3	4	7
28	1	1	10
28	1	1	9
28	1	1	3
28	1	1	4
28	2	2	10
28	2	2	11
28	2	2	5
28	2	2	4
28	3	3	1
28	3	3	12
28	3	3	6
28	3	3	7
28	4	4	1
28	4	4	2
28	4	4	8
28	4	4	7
29	1	1	10
29	1	1	9
29	1	1	3
29	1	1	4
29	2	2	10
29	2	2	11
29	2	2	5
29	2	2	4
29	4	3	1
29	4	3	2
29	4	3	8
29	4	3	7
29	1	4	10
29	1	4	9
29	1	4	3
29	1	4	4
30	1	1	10
30	1	1	9
30	1	1	3
30	1	1	4
30	2	2	10
30	2	2	11
30	2	2	5
30	2	2	4
30	4	3	1
30	4	3	2
30	4	3	8
30	4	3	7
30	2	4	10
30	2	4	11
30	2	4	5
30	2	4	4
31	1	1	10
31	1	1	9
31	1	1	3
31	1	1	4
31	2	2	10
31	2	2	11
31	2	2	5
31	2	2	4
31	4	3	1
31	4	3	2
31	4	3	8
31	4	3	7
31	3	4	1
31	3	4	12
31	3	4	6
31	3	4	7
32	1	1	10
32	1	1	9
32	1	1	3
32	1	1	4
32	2	2	10
32	2	2	11
32	2	2	5
32	2	2	4
32	4	3	1
32	4	3	2
32	4	3	8
32	4	3	7
32	4	4	1
32	4	4	2
32	4	4	8
32	4	4	7
33	1	1	10
33	1	1	9
33	1	1	3
33	1	1	4
33	3	2	1
33	3	2	12
33	3	2	6
33	3	2	7
33	1	3	10
33	1	3	9
33	1	3	3
33	1	3	4
33	1	4	10
33	1	4	9
33	1	4	3
33	1	4	4
34	1	1	10
34	1	1	9
34	1	1	3
34	1	1	4
34	3	2	1
34	3	2	12
34	3	2	6
34	3	2	7
34	1	3	10
34	1	3	9
34	1	3	3
34	1	3	4
34	2	4	10
34	2	4	11
34	2	4	5
34	2	4	4
35	1	1	10
35	1	1	9
35	1	1	3
35	1	1	4
35	3	2	1
35	3	2	12
35	3	2	6
35	3	2	7
35	1	3	10
35	1	3	9
35	1	3	3
35	1	3	4
35	3	4	1
35	3	4	12
35	3	4	6
35	3	4	7
36	1	1	10
36	1	1	9
36	1	1	3
36	1	1	4
36	3	2	1
36	3	2	12
36	3	2	6
36	3	2	7
36	1	3	10
36	1	3	9
36	1	3	3
36	1	3	4
36	4	4	1
36	4	4	2
36	4	4	8
36	4	4	7
37	1	1	10
37	1	1	9
37	1	1	3
37	1	1	4
37	3	2	1
37	3	2	12
37	3	2	6
37	3	2	7
37	2	3	10
37	2	3	11
37	2	3	5
37	2	3	4
37	1	4	10
37	1	4	9
37	1	4	3
37	1	4	4
38	1	1	10
38	1	1	9
38	1	1	3
38	1	1	4
38	3	2	1
38	3	2	12
38	3	2	6
38	3	2	7
38	2	3	10
38	2	3	11
38	2	3	5
38	2	3	4
38	2	4	10
38	2	4	11
38	2	4	5
38	2	4	4
39	1	1	10
39	1	1	9
39	1	1	3
39	1	1	4
39	3	2	1
39	3	2	12
39	3	2	6
39	3	2	7
39	2	3	10
39	2	3	11
39	2	3	5
39	2	3	4
39	3	4	1
39	3	4	12
39	3	4	6
39	3	4	7
40	1	1	10
40	1	1	9
40	1	1	3
40	1	1	4
40	3	2	1
40	3	2	12
40	3	2	6
40	3	2	7
40	2	3	10
40	2	3	11
40	2	3	5
40	2	3	4
40	4	4	1
40	4	4	2
40	4	4	8
40	4	4	7
41	1	1	10
41	1	1	9
41	1	1	3
41	1	1	4
41	3	2	1
41	3	2	12
41	3	2	6
41	3	2	7
41	3	3	1
41	3	3	12
41	3	3	6
41	3	3	7
41	1	4	10
41	1	4	9
41	1	4	3
41	1	4	4
42	1	1	10
42	1	1	9
42	1	1	3
42	1	1	4
42	3	2	1
42	3	2	12
42	3	2	6
42	3	2	7
42	3	3	1
42	3	3	12
42	3	3	6
42	3	3	7
42	2	4	10
42	2	4	11
42	2	4	5
42	2	4	4
43	1	1	10
43	1	1	9
43	1	1	3
43	1	1	4
43	3	2	1
43	3	2	12
43	3	2	6
43	3	2	7
43	3	3	1
43	3	3	12
43	3	3	6
43	3	3	7
43	3	4	1
43	3	4	12
43	3	4	6
43	3	4	7
44	1	1	10
44	1	1	9
44	1	1	3
44	1	1	4
44	3	2	1
44	3	2	12
44	3	2	6
44	3	2	7
44	3	3	1
44	3	3	12
44	3	3	6
44	3	3	7
44	4	4	1
44	4	4	2
44	4	4	8
44	4	4	7
45	1	1	10
45	1	1	9
45	1	1	3
45	1	1	4
45	3	2	1
45	3	2	12
45	3	2	6
45	3	2	7
45	4	3	1
45	4	3	2
45	4	3	8
45	4	3	7
45	1	4	10
45	1	4	9
45	1	4	3
45	1	4	4
46	1	1	10
46	1	1	9
46	1	1	3
46	1	1	4
46	3	2	1
46	3	2	12
46	3	2	6
46	3	2	7
46	4	3	1
46	4	3	2
46	4	3	8
46	4	3	7
46	2	4	10
46	2	4	11
46	2	4	5
46	2	4	4
47	1	1	10
47	1	1	9
47	1	1	3
47	1	1	4
47	3	2	1
47	3	2	12
47	3	2	6
47	3	2	7
47	4	3	1
47	4	3	2
47	4	3	8
47	4	3	7
47	3	4	1
47	3	4	12
47	3	4	6
47	3	4	7
48	1	1	10
48	1	1	9
48	1	1	3
48	1	1	4
48	3	2	1
48	3	2	12
48	3	2	6
48	3	2	7
48	4	3	1
48	4	3	2
48	4	3	8
48	4	3	7
48	4	4	1
48	4	4	2
48	4	4	8
48	4	4	7
49	1	1	10
49	1	1	9
49	1	1	3
49	1	1	4
49	4	2	1
49	4	2	2
49	4	2	8
49	4	2	7
49	1	3	10
49	1	3	9
49	1	3	3
49	1	3	4
49	1	4	10
49	1	4	9
49	1	4	3
49	1	4	4
50	1	1	10
50	1	1	9
50	1	1	3
50	1	1	4
50	4	2	1
50	4	2	2
50	4	2	8
50	4	2	7
50	1	3	10
50	1	3	9
50	1	3	3
50	1	3	4
50	2	4	10
50	2	4	11
50	2	4	5
50	2	4	4
51	1	1	10
51	1	1	9
51	1	1	3
51	1	1	4
51	4	2	1
51	4	2	2
51	4	2	8
51	4	2	7
51	1	3	10
51	1	3	9
51	1	3	3
51	1	3	4
51	3	4	1
51	3	4	12
51	3	4	6
51	3	4	7
52	1	1	10
52	1	1	9
52	1	1	3
52	1	1	4
52	4	2	1
52	4	2	2
52	4	2	8
52	4	2	7
52	1	3	10
52	1	3	9
52	1	3	3
52	1	3	4
52	4	4	1
52	4	4	2
52	4	4	8
52	4	4	7
53	1	1	10
53	1	1	9
53	1	1	3
53	1	1	4
53	4	2	1
53	4	2	2
53	4	2	8
53	4	2	7
53	2	3	10
53	2	3	11
53	2	3	5
53	2	3	4
53	1	4	10
53	1	4	9
53	1	4	3
53	1	4	4
54	1	1	10
54	1	1	9
54	1	1	3
54	1	1	4
54	4	2	1
54	4	2	2
54	4	2	8
54	4	2	7
54	2	3	10
54	2	3	11
54	2	3	5
54	2	3	4
54	2	4	10
54	2	4	11
54	2	4	5
54	2	4	4
55	1	1	10
55	1	1	9
55	1	1	3
55	1	1	4
55	4	2	1
55	4	2	2
55	4	2	8
55	4	2	7
55	2	3	10
55	2	3	11
55	2	3	5
55	2	3	4
55	3	4	1
55	3	4	12
55	3	4	6
55	3	4	7
56	1	1	10
56	1	1	9
56	1	1	3
56	1	1	4
56	4	2	1
56	4	2	2
56	4	2	8
56	4	2	7
56	2	3	10
56	2	3	11
56	2	3	5
56	2	3	4
56	4	4	1
56	4	4	2
56	4	4	8
56	4	4	7
57	1	1	10
57	1	1	9
57	1	1	3
57	1	1	4
57	4	2	1
57	4	2	2
57	4	2	8
57	4	2	7
57	3	3	1
57	3	3	12
57	3	3	6
57	3	3	7
57	1	4	10
57	1	4	9
57	1	4	3
57	1	4	4
58	1	1	10
58	1	1	9
58	1	1	3
58	1	1	4
58	4	2	1
58	4	2	2
58	4	2	8
58	4	2	7
58	3	3	1
58	3	3	12
58	3	3	6
58	3	3	7
58	2	4	10
58	2	4	11
58	2	4	5
58	2	4	4
59	1	1	10
59	1	1	9
59	1	1	3
59	1	1	4
59	4	2	1
59	4	2	2
59	4	2	8
59	4	2	7
59	3	3	1
59	3	3	12
59	3	3	6
59	3	3	7
59	3	4	1
59	3	4	12
59	3	4	6
59	3	4	7
60	1	1	10
60	1	1	9
60	1	1	3
60	1	1	4
60	4	2	1
60	4	2	2
60	4	2	8
60	4	2	7
60	3	3	1
60	3	3	12
60	3	3	6
60	3	3	7
60	4	4	1
60	4	4	2
60	4	4	8
60	4	4	7
61	1	1	10
61	1	1	9
61	1	1	3
61	1	1	4
61	4	2	1
61	4	2	2
61	4	2	8
61	4	2	7
61	4	3	1
61	4	3	2
61	4	3	8
61	4	3	7
61	1	4	10
61	1	4	9
61	1	4	3
61	1	4	4
62	1	1	10
62	1	1	9
62	1	1	3
62	1	1	4
62	4	2	1
62	4	2	2
62	4	2	8
62	4	2	7
62	4	3	1
62	4	3	2
62	4	3	8
62	4	3	7
62	2	4	10
62	2	4	11
62	2	4	5
62	2	4	4
63	1	1	10
63	1	1	9
63	1	1	3
63	1	1	4
63	4	2	1
63	4	2	2
63	4	2	8
63	4	2	7
63	4	3	1
63	4	3	2
63	4	3	8
63	4	3	7
63	3	4	1
63	3	4	12
63	3	4	6
63	3	4	7
64	1	1	10
64	1	1	9
64	1	1	3
64	1	1	4
64	4	2	1
64	4	2	2
64	4	2	8
64	4	2	7
64	4	3	1
64	4	3	2
64	4	3	8
64	4	3	7
64	4	4	1
64	4	4	2
64	4	4	8
64	4	4	7
65	2	1	10
65	2	1	11
65	2	1	5
65	2	1	4
65	1	2	10
65	1	2	9
65	1	2	3
65	1	2	4
65	1	3	10
65	1	3	9
65	1	3	3
65	1	3	4
65	1	4	10
65	1	4	9
65	1	4	3
65	1	4	4
